N,P,K,temperature,humidity,ph,rainfall
-0.6068664381405884,-0.9197425704669595,-0.39857443841671486,0.8918193591783282,-0.9570389726954519,-1.0239600511154385,-0.13711756771796796
-0.7686525477254161,0.8061941049772114,-0.5565101064691548,-0.5064796653056252,-2.3594888653489763,-1.0322636789306832,-0.06387754121705366
-1.1731178216874856,0.715355332585413,-0.5959940234822647,-0.9951749100920443,-0.48773004612510124,0.23326905377705462,1.5889244056026461
-0.49900903175070316,-0.8591833888724272,-0.7736716500412595,-3.0305781723852627,1.003556784632133,1.696079690347908,-0.04521702113171407
-1.1191891184925429,0.2006022890318883,-0.49728423094948976,1.281157241144091,-0.6392956664917806,-0.2541742396009421,-0.7154607616692594
-0.7956168993228874,0.29144106142368675,-0.6157359819888196,-1.9498194361241903,-2.3432543998125164,-0.6339920851479763,0.08556773381410991
-0.4450803285557606,-1.3436568416286856,-0.240638770364275,-0.5456960132573986,0.6706018195861756,-0.25412981445342375,0.12370494702862808
1.1997451188899884,-0.435269117710701,-0.3788324799101599,0.3598417475021034,-0.6922878287076091,0.8468121115838602,0.8238818227299485
-0.6877594929330022,0.17032269823462212,-0.5762520649757097,0.7019250578435987,0.5513527494437821,0.19569111414944118,-1.0843418408927332
0.33688586777090695,-0.3141507545216364,-0.5762520649757097,-1.4023257487492826,-0.7130563060797216,0.21529149565043593,-0.22976585471986796
-1.1461534700900142,-0.4958282993052333,-0.29986464588393996,0.5047713880216909,-0.7385292888170126,-0.44385400367090616,-0.11229425447436019
-1.038296063700129,0.14004310743735598,-0.49728423094948976,-0.7584050503456733,-0.3599122206607688,0.37334251773241184,-0.9665879317101806
-1.2540108764798994,-0.9197425704669595,-0.8526394840674795,-0.5728904501527637,0.985906509035325,1.2879472521768325,0.1217070731489879
-0.8225812509203587,-0.7986242072778948,-0.14192897783150007,-1.0042897438650373,0.9478817734517064,-0.993095213812841,0.12612449653649624
-0.49900903175070316,2.5624103712186486,2.9378165491910773,-3.19426186348684,0.4186144410726729,-0.7254079764011995,-0.6212400242077107
1.631174744449529,0.7759145141799453,0.09497452424715971,0.5514334142382996,0.1959842864292478,-0.39659524254152606,0.29180935407410763
